"ALLERGY.CODE_ALLERGY.8881072590";"A";"Y";"";"Y";"";"8881072590";"888000000";"FR";"TMP13.6FR207";"FR";"10";"";"";"FR        207"
"ALLERGY.CODE_ALLERGY.8881072591";"A";"Y";"";"Y";"";"8881072591";"888000000";"FR";"TMP13.6FR480";"FR";"10";"";"";"FR        480"
"ALLERGY.CODE_ALLERGY.8881072592";"A";"Y";"";"Y";"";"8881072592";"888000000";"FR";"TMP13.6FR19333";"FR";"10";"";"";"FR        19333"
"ALLERGY.CODE_ALLERGY.8881072593";"A";"Y";"";"Y";"";"8881072593";"888000000";"FR";"TMP13.6FR23133";"FR";"10";"";"";"FR        23133"
"ALLERGY.CODE_ALLERGY.8881072594";"A";"Y";"";"Y";"";"8881072594";"888000000";"FR";"TMP13.6FR19275";"FR";"10";"";"";"FR        19275"
"ALLERGY.CODE_ALLERGY.8881072595";"A";"Y";"";"Y";"";"8881072595";"888000000";"FR";"TMP13.6FR19317";"FR";"10";"";"";"FR        19317"
"ALLERGY.CODE_ALLERGY.8881072596";"A";"Y";"";"Y";"";"8881072596";"888000000";"FR";"TMP13.6FR437";"FR";"10";"";"";"FR        437"
"ALLERGY.CODE_ALLERGY.8881072597";"A";"Y";"";"Y";"";"8881072597";"888000000";"FR";"TMP13.6FR15053";"FR";"10";"";"";"FR        15053"
"ALLERGY.CODE_ALLERGY.8881072598";"A";"Y";"";"Y";"";"8881072598";"888000000";"FR";"TMP13.6FR19378";"FR";"10";"";"";"FR        19378"
"ALLERGY.CODE_ALLERGY.8881072599";"A";"Y";"";"Y";"";"8881072599";"888000000";"FR";"TMP13.6FR4849";"FR";"10";"";"";"FR        4849"
"ALLERGY.CODE_ALLERGY.8881072600";"A";"Y";"";"Y";"";"8881072600";"888000000";"FR";"TMP13.6FR557";"FR";"10";"";"";"FR        557"
"ALLERGY.CODE_ALLERGY.8881072601";"A";"Y";"";"Y";"";"8881072601";"888000000";"FR";"TMP13.6FR19383";"FR";"10";"";"";"FR        19383"
"ALLERGY.CODE_ALLERGY.8881072602";"A";"Y";"";"Y";"";"8881072602";"888000000";"FR";"TMP13.6FR19408";"FR";"10";"";"";"FR        19408"
"ALLERGY.CODE_ALLERGY.8881072603";"A";"Y";"";"Y";"";"8881072603";"888000000";"FR";"TMP13.6FR812";"FR";"10";"";"";"FR        812"
"ALLERGY.CODE_ALLERGY.8881072604";"A";"Y";"";"Y";"";"8881072604";"888000000";"FR";"TMP13.6FR19534";"FR";"10";"";"";"FR        19534"
"ALLERGY.CODE_ALLERGY.8881072605";"A";"Y";"";"Y";"";"8881072605";"888000000";"FR";"TMP13.6FR22576";"FR";"10";"";"";"FR        22576"
"ALLERGY.CODE_ALLERGY.8881072606";"A";"Y";"";"Y";"";"8881072606";"888000000";"FR";"TMP13.6FR6716";"FR";"10";"";"";"FR        6716"
"ALLERGY.CODE_ALLERGY.8881072607";"A";"Y";"";"Y";"";"8881072607";"888000000";"FR";"TMP13.6FR851";"FR";"10";"";"";"FR        851"
"ALLERGY.CODE_ALLERGY.8881072608";"A";"Y";"";"Y";"";"8881072608";"888000000";"FR";"TMP13.6FR23099";"FR";"10";"";"";"FR        23099"
"ALLERGY.CODE_ALLERGY.8881072609";"A";"Y";"";"Y";"";"8881072609";"888000000";"FR";"TMP13.6FR4090";"FR";"10";"";"";"FR        4090"
"ALLERGY.CODE_ALLERGY.8881072610";"A";"Y";"";"Y";"";"8881072610";"888000000";"FR";"TMP13.6FR5620";"FR";"10";"";"";"FR        5620"
"ALLERGY.CODE_ALLERGY.8881072611";"A";"Y";"";"Y";"";"8881072611";"888000000";"FR";"TMP13.6FR3871";"FR";"10";"";"";"FR        3871"
"ALLERGY.CODE_ALLERGY.8881072612";"A";"Y";"";"Y";"";"8881072612";"888000000";"FR";"TMP13.6FR18647";"FR";"10";"";"";"FR        18647"
"ALLERGY.CODE_ALLERGY.8881072613";"A";"Y";"";"Y";"";"8881072613";"888000000";"FR";"TMP13.6FR19625";"FR";"10";"";"";"FR        19625"
"ALLERGY.CODE_ALLERGY.8881072614";"A";"Y";"";"Y";"";"8881072614";"888000000";"FR";"TMP13.6FR983";"FR";"10";"";"";"FR        983"
"ALLERGY.CODE_ALLERGY.8881072615";"A";"Y";"";"Y";"";"8881072615";"888000000";"FR";"TMP13.6FR19627";"FR";"10";"";"";"FR        19627"
"ALLERGY.CODE_ALLERGY.8881072616";"A";"Y";"";"Y";"";"8881072616";"888000000";"FR";"TMP13.6FR11433";"FR";"10";"";"";"FR        11433"
"ALLERGY.CODE_ALLERGY.8881072617";"A";"Y";"";"Y";"";"8881072617";"888000000";"FR";"TMP13.6FR6739";"FR";"10";"";"";"FR        6739"
"ALLERGY.CODE_ALLERGY.8881072618";"A";"Y";"";"Y";"";"8881072618";"888000000";"FR";"TMP13.6FR23147";"FR";"10";"";"";"FR        23147"
"ALLERGY.CODE_ALLERGY.8881072619";"A";"Y";"";"Y";"";"8881072619";"888000000";"FR";"TMP13.6FR3825";"FR";"10";"";"";"FR        3825"
