"777289815";"ETOPÓSIDO SOLUCIÓN INYECTABLE 100 mg/5 ml / etopósido * 20 mg/ml ; vía parenteral ; concentrado para solución para perfusión"
"777289816";"ENVASE CON 16 TABLETAS / hidroclorotiazida * 12,5 mg + ramipril * 2,5 mg ; vía oral ; comprimido"
"777289817";"ENVASE CON 20 TABLETAS / aciclovir * 400 mg ; vía oral ; comprimido"
"777289818";"FRASCO ÁMPULA CON 50 ML / paclitaxel * 6 mg/ml ; vía parenteral ; concentrado para solución para perfusión"
"777289819";"Sin especificar / sulfametoxazol * 800 mg + trimetoprima * 160 mg ; vía oral ; comprimido"
"777289820";"ENVASE CON 20 TABLETAS / sulfametoxazol * 400 mg + trimetoprima * 80 mg ; vía oral ; comprimido"
"777289821";"ENVASE CON 14 TABLETAS / azilsartán medoxomilo (potásico) * 80 mg ; vía oral ; comprimido"
"777289822";"EDEGRA TABLETA 50 MG / sildenafilo (citrato) * 50 mg ; vía oral ; comprimido"
"777289823";"EDENOL SOLUCIÓN INYECTABLE 20 mg/2 ml / furosemida * 20 mg/2 ml ; vía parenteral ; solución inyectable"
"777289824";"Sin especificar / finasterida * 1 mg ; vía oral ; comprimido"
"777289825";"EFEXOR XR CÁPSULAS DE LIBERACIÓN PROLONGADA 150 mg / venlafaxina (clorhidrato) * 150 mg ; vía oral ; cápsula dura de liberación prolongada"
"777289826";"TUBO CON 60 G / dobesilato de cálcio * 40 mg/g + dexametasona acetato * 0,25 mg/g + lidocaína clorhidrato * 20 mg/g ; vía rectal ; pomada rectal"
"777289827";"DOXOLEM RU SOLUCIÓN INYECTABLE 10 mg/5 ml / doxorubicina clorhidrato * 2 mg/ml ; vía parenteral ; concentrado para solución para perfusión"
"777289828";"FRASCO ÁMPULA CON 5 ML / doxorubicina clorhidrato * 2 mg/ml ; vía parenteral ; concentrado para solución para perfusión"
"777289829";"DOXOLEM SOLUCIÓN 10 MG / doxorubicina clorhidrato * 2 mg/ml ; vía parenteral ; concentrado para solución para perfusión"
"777289830";"Sin especificar / doxorubicina clorhidrato * 2 mg/ml ; vía parenteral ; concentrado para solución para perfusión"
"777289831";"DOXORUBICINA SOLUCIÓN INYECTABLE 10 mg / doxorubicina clorhidrato * 10 mg ; vía parenteral ; liofilizado para solución inyectable"
"777289832";"FRASCO ÁMPULA CON LIOFILIZADO / doxorubicina clorhidrato * 10 mg ; vía parenteral ; liofilizado para solución inyectable"
"777289833";"FRASCO ÁMPULA CON LIOFILIZADO / doxorubicina clorhidrato * 10 mg ; vía parenteral ; liofilizado para solución inyectable"
"777289834";"FRASCO ÁMPULA CON LIOFILIZADO / doxorubicina clorhidrato * 10 mg ; vía parenteral ; liofilizado para solución inyectable"
"777289835";"DOXORUBICINA SOLUCIÓN INYECTABLE 50 mg / doxorubicina clorhidrato * 50 mg ; vía parenteral ; liofilizado para solución inyectable"
"777289836";"FRASCO ÁMPULA CON LIOFILIZADO / doxorubicina clorhidrato * 50 mg ; vía parenteral ; liofilizado para solución inyectable"
"777289837";"ENVASE CON 10 CÁPSULAS / doxiciclina (hiclato) * 100 mg ; vía oral ; cápsula dura"
"777289838";"DOYCUR  TABLETAS 250 mg / claritromicina * 250 mg ; vía oral ; comprimido"
"777289839";"DRAMAMINE SUPOSITORIOS 25 mg / dimenhidrinato * 25 mg ; vía rectal ; supositorio"
"777289840";"ENVASE CON 24 TABLETAS / dimenhidrinato * 50 mg ; vía oral ; comprimido"
"777289841";"DRAMIXOL TABLETA 0,250 MG / pramipexol (dihidrocloruro) * 0,18 mg ; vía oral ; comprimido"
"777289842";"Sin especificar / pramipexol (dihidrocloruro) * 0,7 mg ; vía oral ; comprimido"
"777289843";"DRENDOR-TEC SOLUCIÓN OFTÁLMICA / dorzolamida (clorhidrato) * 2 % ; vía oftálmica ; colirio"
"777289844";"FRASCO GOTERO CON 15 ML / pilocarpina clorhidrato * 2 % ; vía oftálmica ; colirio"
"777289845";"FRASCO GOTERO CON 15 ML / pilocarpina clorhidrato * 4 % ; vía oftálmica ; colirio"
"777289846";"ENVASE CON 30 TABLETAS / ácido alendrónico (sódico) * 10 mg ; vía oral ; comprimido"
"777289847";"ENVASE CON 50 TABLETAS / hierro (fumarato ferroso) * 66 mg ; vía oral ; comprimido"
"777289848";"FEXOFENADINA TABLETAS 120 mg / fexofenadina clorhidrato * 120 mg ; vía oral ; comprimido"
"777289849";"ENVASE CON 10 TABLETAS / fexofenadina clorhidrato * 120 mg ; vía oral ; comprimido"
"777289850";"ENVASE CON 10 TABLETAS / fexofenadina clorhidrato * 180 mg ; vía oral ; comprimido"
"777289851";"ENVASE CON 5 AMPOLLETAS CON 1 ML / fitomenadiona * 10 mg/ml ; vía parenteral ; solución inyectable"
"777289852";"FIDIK SOLUCIÓN INYECTABLE 2 mg / fitomenadiona * 10 mg/ml ; vía parenteral ; solución inyectable"
"777289853";"FRASCO CON 120 ML Y VASO DOSIFICADOR / ibuprofeno * 20 mg/ml ; vía oral ; suspensión oral"
"777289854";"ENVASE CON 4 TABLETAS / sildenafilo (citrato) * 100 mg ; vía oral ; comprimido"
"777289855";"FIGRAL TABLETAS 50 mg / sildenafilo (citrato) * 50 mg ; vía oral ; comprimido"
"777289856";"ENVASE CON 5 JERINGAS PRECARGADAS CON 1 ML / filgrastim * 30 M UI/1 ml ; vía parenteral ; solución inyectable"
"777289857";"FINAGREL CÁPSULAS 30 mg / lansoprazol * 30 mg ; vía oral ; cápsula dura gastrorresistente"
"777289858";"FINASTERIDA GRAGEAS 5 mg / finasterida * 5 mg ; vía oral ; comprimido"
"777289859";"ENVASE CON 30 TABLETAS / finasterida * 5 mg ; vía oral ; comprimido"
"777289860";"ENVASE CON 10 TABLETAS / ketorolaco trometamol * 10 mg ; vía oral ; comprimido"
"777289861";"FINULCER SOLUCIÓN 40 mg/10 ml / omeprazol (sódico) * 40 mg/10 ml ; vía parenteral ; polvo y disolvente para solución inyectable"
