"5695984";"5715970"
"5695986";"5717016"
"5695988";"5699772"
"5695990";"5686504"
"5695992";"5691122"
"5683674";"5686664"
"5683676";"5730662"
"5683678";"5690596"
"5683680";"5693358"
"5683682";"5735380"
"5683684";"5727418"
"5683686";"5712354"
"5683688";"5719546"
"5683690";"5734290"
"5683692";"5700928"
"5683694";"5686640"
"5683696";"5709198"
"5683698";"5710534"
"5683700";"5723122"
"5683702";"5724202"
"5683704";"5683576"
"5683706";"5696652"
"5683708";"5730114"
"5683710";"5683936"
"5683712";"5695230"
"5683714";"5714824"
"5683716";"5719898"
"5683718";"5725854"
"5683720";"5727854"
"5683722";"5691692"
"5683724";"5708786"
"5683726";"5694074"
"5683728";"5711574"
"5683730";"5700364"
"5683734";"5721776"
"5683736";"5733302"
"5683738";"5737606"
"5683740";"5710058"
"5683742";"5722340"
"5683744";"5683094"
"5683746";"5704332"
"5683748";"5697982"
"5683750";"5700070"
"5683752";"5730446"
"5683754";"5688004"
"5683756";"5708124"
"5683758";"5697506"
"5683760";"5696820"
"5683762";"5723248"
"5683764";"5732210"
"5683766";"5702676"
"5683768";"5715102"
"5683770";"5721544"
"5683772";"5725518"
"5683774";"5735454"
"5683776";"5724298"
"5683778";"5696280"
"5683780";"5707818"
"5683782";"5705136"
"5683784";"5724434"
"5683786";"5700960"
"5683788";"5732028"
"5683790";"5708574"
"5683792";"5696944"
"5683794";"5741660"
"5683796";"5684834"
"5683798";"5721576"
"5683800";"5697410"
"5683802";"5709966"
"5683804";"5713788"
"5683806";"5686926"
"5683808";"5742348"
"5683810";"5737662"
"5683812";"5710372"
"5683814";"5739792"
"5683816";"5701572"
"5683818";"5698198"
"5683820";"5691608"
"5683822";"5694192"
"5683824";"5715226"
"5683826";"5702968"
"5686138";"5695826"
"5686140";"5709898"
"5686142";"5737242"
"5686144";"5739732"
"5686146";"5700096"
"5686148";"5711644"
"5686150";"5703144"
"5686152";"5699992"
"5686154";"5723634"
"5686156";"5690772"
"5686158";"5729246"
"5686160";"5691012"
"5686162";"5721016"
"5686164";"5708040"
"5686166";"5729256"
"5686168";"5715236"
"5686170";"5683654"
"5686172";"5697490"
"5686174";"5726208"
"5686176";"5738500"
"5686178";"5722172"
"5686180";"5697204"
"5686182";"5736714"
"5686184";"5687248"
"5686186";"5728468"
"5686188";"5685568"
"5686190";"5722866"
"5686192";"5737572"
"5686194";"5731180"
"5686196";"5739982"
"5686198";"5712262"
"5686200";"5724864"
"5686202";"5714598"
"5686204";"5719732"
"5686206";"5714476"
"5686208";"5739074"
"5686210";"5683334"
"5686212";"5732396"
"5686214";"5717044"
"5686216";"5732424"
"5686218";"5700280"
"5686220";"5721424"
"5686222";"5717742"
"5686224";"5726986"
"5686226";"5720478"
"5686228";"5708180"
"5686232";"5713166"
"5686234";"5716612"
"5686236";"5725234"
"5686238";"5690250"
"5686240";"5724096"
"5686242";"5689544"
"5686244";"5729044"
"5686246";"5736522"
"5686248";"5726258"
"5686250";"5719332"
"5686252";"5726920"
"5686254";"5701234"
"5686256";"5730962"
"5686258";"5701904"
"5686260";"5699510"
"5686262";"5702410"
"5686264";"5714078"
"5686266";"5684610"
"5686268";"5732122"
"5686270";"5716250"
"5686272";"5710144"
"5686274";"5683324"
"5686276";"5739976"
"5686278";"5707406"
"5686280";"5684690"
"5686282";"5732776"
"5686284";"5689986"
"5686286";"5729698"
"5686288";"5691730"
"5686290";"5694162"
"5688602";"5726568"
"5688604";"5685504"
"5688606";"5699816"
"5688608";"5684704"
"5688610";"5685230"
"5688612";"5706270"
"5688614";"5725664"
"5688616";"5713334"
"5688618";"5684266"
"5688620";"5738916"
"5688622";"5692712"
"5688624";"5690000"
"5688626";"5686692"
"5688628";"5708146"
"5688630";"5729750"
"5688632";"5693886"
"5688634";"5714974"
"5688636";"5683216"
"5688638";"5698746"
"5688640";"5700314"
"5688642";"5731650"
"5688644";"5734664"
"5688646";"5721260"
"5688650";"5684784"
"5688652";"5735202"
"5688654";"5694506"
"5688656";"5704760"
