"901000003472";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003472";"1015";"balance";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003472"
"901000003159";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003159";"1015";"baleine";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003159"
"901000003160";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003160";"1015";"balle";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003160"
"901000003486";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003486";"1015";"ballerine";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003486"
"901000003211";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003211";"1015";"bandage";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003211"
"901000003212";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003212";"1015";"bandage herniaire";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003212"
"901000004204";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000004204";"1015";"bandage ombilical";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000004204"
"901000000365";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000000365";"1015";"bande";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000000365"
"901000003410";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003410";"1015";"bande et bandage";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003410"
"901000003432";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003432";"1015";"bande adhésive";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003432"
"901000003213";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003213";"1015";"bandeau";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003213"
"901000003433";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003433";"1015";"bande cohésive";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003433"
"901000003221";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003221";"1015";"bande de contention";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003221"
"901000005027";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000005027";"1015";"bandelette réactive";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000005027"
"901000004142";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000004142";"1015";"bande médicamenteuse";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000004142"
"901000003440";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003440";"1015";"bande à pansements";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003440"
"901000003216";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003216";"1015";"bandoulière";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003216"
"901000000628";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000000628";"1015";"bar";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000000628"
"901000001008";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000001008";"1015";"barquette";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000001008"
"901001000129";"UNIT_MEASURE.CODE_UNIT_MEASURE.901001000129";"1015";"barquette";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901001000129"
"901000000619";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000000619";"1015";"barre";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000000619"
"901000001009";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000001009";"1015";"barrette";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000001009"
"901001000109";"UNIT_MEASURE.CODE_UNIT_MEASURE.901001000109";"1015";"barrette";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901001000109"
"901000003360";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003360";"1015";"barrière";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003360"
"901000003224";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003224";"1015";"bas";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003224"
"901000003229";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003229";"1015";"bas ceinture";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003229"
"901000003227";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003227";"1015";"bas cuisse";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003227"
"901000003382";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003382";"1015";"base";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003382"
"901000003228";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003228";"1015";"bas jarret";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003228"
"901000004305";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000004305";"1015";"basket";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000004305"
"901000003418";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003418";"1015";"bas médicaux et à varices";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003418"
"901000003303";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003303";"1015";"bassin de lit";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003303"
"901000000367";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000000367";"1015";"bâton";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000000367"
"901000001010";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000001010";"1015";"bâton à lèvres";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000001010"
"901000004556";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000004556";"1015";"bâton dentaire";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000004556"
"901000004554";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000004554";"1015";"bâton intralésionnel";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000004554"
"901000003237";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003237";"1015";"bâtonnet";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003237"
"901000003442";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003442";"1015";"bâtonnet ouaté et badigeon";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003442"
"901000003235";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003235";"1015";"bâton pour application cutanée";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003235"
"901000003236";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003236";"1015";"bâton pour application locale";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003236"
"901000001011";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000001011";"1015";"bâton pour inhalation";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000001011"
"901000004555";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000004555";"1015";"bâton pour usage auriculaire";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000004555"
"901000004553";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000004553";"1015";"bâton pour usage nasal";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000004553"
"901000004385";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000004385";"1015";"bâton pour usage urétral";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000004385"
"901000004083";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000004083";"1015";"baume";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000004083"
"901000004093";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000004093";"1015";"baume dentaire";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000004093"
"901000004085";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000004085";"1015";"baume gingival";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000004085"
"901000003651";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003651";"1015";"bavoir";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003651"
"901000003220";"UNIT_MEASURE.CODE_UNIT_MEASURE.901000003220";"1015";"bande abdominale";"Y";"Y";"UNIT_MEASURE.CODE_UNIT_MEASURE_ABRV.901000003220"
