"N";"8881058358";"888000000";"0";"8";"0"
"N";"8881058359";"888000000";"0";"8";"0"
"N";"8881058360";"888000000";"0";"8";"0"
"N";"8881058361";"888000000";"0";"8";"0"
"N";"8881058362";"888000000";"0";"8";"0"
"N";"8881058363";"888000000";"0";"8";"0"
"N";"8881058364";"888000000";"0";"8";"0"
"N";"8881058365";"888000000";"0";"8";"0"
"N";"8881058366";"888000000";"0";"8";"0"
"N";"8881058367";"888000000";"0";"8";"0"
"N";"8881058368";"888000000";"0";"8";"0"
"N";"8881058369";"888000000";"0";"8";"0"
"N";"8881058370";"888000000";"0";"8";"0"
"N";"8881058371";"888000000";"0";"8";"0"
"N";"8881058372";"888000000";"0";"8";"0"
"N";"8881058373";"888000000";"0";"8";"0"
"N";"8881058374";"888000000";"0";"8";"0"
"N";"8881058375";"888000000";"0";"8";"0"
"N";"8881058376";"888000000";"0";"8";"0"
"N";"8881058377";"888000000";"0";"8";"0"
"N";"8881058378";"888000000";"0";"8";"0"
"N";"8881058379";"888000000";"0";"8";"0"
"N";"8881058380";"888000000";"0";"8";"0"
"N";"8881058381";"888000000";"0";"8";"0"
"N";"8881058382";"888000000";"0";"8";"0"
"N";"8881058383";"888000000";"0";"8";"0"
"N";"8881058384";"888000000";"0";"8";"0"
"N";"8881058385";"888000000";"0";"8";"0"
"N";"8881058386";"888000000";"0";"8";"0"
"N";"8881058387";"888000000";"0";"8";"0"
"N";"8881058388";"888000000";"0";"8";"0"
"N";"8881058389";"888000000";"0";"8";"0"
"N";"8881058390";"888000000";"0";"8";"0"
"N";"8881058391";"888000000";"0";"8";"0"
"N";"8881058392";"888000000";"0";"8";"0"
"N";"8881058393";"888000000";"0";"8";"0"
"N";"8881058394";"888000000";"0";"8";"0"
"N";"8881058395";"888000000";"0";"8";"0"
"N";"8881058396";"888000000";"0";"8";"0"
"N";"8881058397";"888000000";"0";"8";"0"
"N";"8881058398";"888000000";"0";"8";"0"
"N";"8881058399";"888000000";"0";"8";"0"
"N";"8881058400";"888000000";"0";"8";"0"
"N";"8881058401";"888000000";"0";"8";"0"
"N";"8881058402";"888000000";"0";"8";"0"
"N";"8881058403";"888000000";"0";"8";"0"
"N";"8881058404";"888000000";"0";"8";"0"
"N";"8881058405";"888000000";"0";"8";"0"
"N";"8881058406";"888000000";"0";"8";"0"
"N";"8881058407";"888000000";"0";"8";"0"
"N";"8881058408";"888000000";"0";"8";"0"
"N";"8881058409";"888000000";"0";"8";"0"
"N";"8881058410";"888000000";"0";"8";"0"
"N";"8881058411";"888000000";"0";"8";"0"
"N";"8881058412";"888000000";"0";"8";"0"
"N";"8881058413";"888000000";"0";"8";"0"
"N";"8881058414";"888000000";"0";"8";"0"
"N";"8881058415";"888000000";"0";"8";"0"
"N";"8881058416";"888000000";"0";"8";"0"
"N";"8881058417";"888000000";"0";"8";"0"
"N";"8881058418";"888000000";"0";"8";"0"
"N";"8881058419";"888000000";"0";"8";"0"
"N";"8881058420";"888000000";"0";"8";"0"
"N";"8881058421";"888000000";"0";"8";"0"
"N";"8881058422";"888000000";"0";"8";"0"
"N";"8881058423";"888000000";"0";"8";"0"
"N";"8881058424";"888000000";"0";"8";"0"
"N";"8881058425";"888000000";"0";"8";"0"
"N";"8881058426";"888000000";"0";"8";"0"
"N";"8881058427";"888000000";"0";"8";"0"
"N";"8881058428";"888000000";"0";"8";"0"
"N";"8881058429";"888000000";"0";"8";"0"
"N";"8881058430";"888000000";"0";"8";"0"
"N";"8881058431";"888000000";"0";"8";"0"
"N";"8881058432";"888000000";"0";"8";"0"
"N";"8881058433";"888000000";"0";"8";"0"
"N";"8881058434";"888000000";"0";"8";"0"
"N";"8881058435";"888000000";"0";"8";"0"
"N";"8881058436";"888000000";"0";"8";"0"
"N";"8881058437";"888000000";"0";"8";"0"
"N";"8881058438";"888000000";"0";"8";"0"
"N";"8881058439";"888000000";"0";"8";"0"
"N";"8881058440";"888000000";"0";"8";"0"
"N";"8881058441";"888000000";"0";"8";"0"
"N";"8881058442";"888000000";"0";"8";"0"
"N";"8881058443";"888000000";"0";"8";"0"
"N";"8881058444";"888000000";"0";"8";"0"
"N";"8881058445";"888000000";"0";"8";"0"
"N";"8881058446";"888000000";"0";"8";"0"
"N";"8881058447";"888000000";"0";"8";"0"
"N";"8881058448";"888000000";"0";"8";"0"
"N";"8881058449";"888000000";"0";"8";"0"
"N";"8881058450";"888000000";"0";"8";"0"
"N";"8881058451";"888000000";"0";"8";"0"
"N";"8881058452";"888000000";"0";"8";"0"
"N";"8881058453";"888000000";"0";"8";"0"
"N";"8881058454";"888000000";"0";"8";"0"
"N";"8881058455";"888000000";"0";"8";"0"
"N";"8881058456";"888000000";"0";"8";"0"
"N";"8881058457";"888000000";"0";"8";"0"
"N";"8881058458";"888000000";"0";"8";"0"
"N";"8881058459";"888000000";"0";"8";"0"
"N";"8881058460";"888000000";"0";"8";"0"
"N";"8881058461";"888000000";"0";"8";"0"
"N";"8881058462";"888000000";"0";"8";"0"
"N";"8881058463";"888000000";"0";"8";"0"
"N";"8881058464";"888000000";"0";"8";"0"
"N";"8881058465";"888000000";"0";"8";"0"
"N";"8881058466";"888000000";"0";"8";"0"
"N";"8881058467";"888000000";"0";"8";"0"
"N";"8881058468";"888000000";"0";"8";"0"
"N";"8881058469";"888000000";"0";"8";"0"
"N";"8881058470";"888000000";"0";"8";"0"
"N";"9992189260";"999000000";"0";"8";"0"
"N";"9992189261";"999000000";"0";"8";"0"
"N";"9992189262";"999000000";"0";"8";"0"
"N";"9992189263";"999000000";"0";"8";"0"
"N";"9992189264";"999000000";"0";"8";"0"
"N";"9992189265";"999000000";"0";"8";"0"
"N";"9992189266";"999000000";"0";"8";"0"
"N";"9992189267";"999000000";"0";"8";"0"
"N";"9992189268";"999000000";"0";"8";"0"
"N";"9992189269";"999000000";"0";"8";"0"
"N";"9992189270";"999000000";"0";"8";"0"
"N";"9992189271";"999000000";"0";"8";"0"
"N";"9992189272";"999000000";"0";"8";"0"
"N";"9992189273";"999000000";"0";"8";"0"
"N";"9992189274";"999000000";"0";"8";"0"
"N";"9992189275";"999000000";"0";"8";"0"
"N";"9992189276";"999000000";"0";"8";"0"
"N";"9992189277";"999000000";"0";"8";"0"
"N";"9992189278";"999000000";"0";"8";"0"
"N";"9992189279";"999000000";"0";"8";"0"
"N";"9992189280";"999000000";"0";"8";"0"
"N";"9992189281";"999000000";"0";"8";"0"
"N";"9992189282";"999000000";"0";"8";"0"
"N";"9992189283";"999000000";"0";"8";"0"
"N";"9992189284";"999000000";"0";"8";"0"
"N";"9992189285";"999000000";"0";"8";"0"
"N";"9992189286";"999000000";"0";"8";"0"
"N";"9992189287";"999000000";"0";"8";"0"
"N";"9992189288";"999000000";"0";"8";"0"
"N";"9992189289";"999000000";"0";"8";"0"
"N";"9992189290";"999000000";"0";"8";"0"
"N";"9992189291";"999000000";"0";"8";"0"
"N";"9992189292";"999000000";"0";"8";"0"
"N";"9992189293";"999000000";"0";"8";"0"
"N";"9992189294";"999000000";"0";"8";"0"
"N";"9992189295";"999000000";"0";"8";"0"
"N";"9992189296";"999000000";"0";"8";"0"
"N";"9992189297";"999000000";"0";"8";"0"
"N";"9992189298";"999000000";"0";"8";"0"
"N";"9992189299";"999000000";"0";"8";"0"
"N";"9992189300";"999000000";"0";"8";"0"
"N";"9992189301";"999000000";"0";"8";"0"
"N";"9992189302";"999000000";"0";"8";"0"
"N";"9992189303";"999000000";"0";"8";"0"
"N";"9992189304";"999000000";"0";"8";"0"
"N";"9992189305";"999000000";"0";"8";"0"
"N";"9992189306";"999000000";"0";"8";"0"
"N";"9992189307";"999000000";"0";"8";"0"
"N";"9992189308";"999000000";"0";"8";"0"
"N";"9992189309";"999000000";"0";"8";"0"
"N";"9992189310";"999000000";"0";"8";"0"
"N";"9992189311";"999000000";"0";"8";"0"
"N";"9992189312";"999000000";"0";"8";"0"
"N";"9992189313";"999000000";"0";"8";"0"
"N";"9992189314";"999000000";"0";"8";"0"
"N";"9992189315";"999000000";"0";"8";"0"
"N";"9992189316";"999000000";"0";"8";"0"
"N";"9992189317";"999000000";"0";"8";"0"
"N";"9992189318";"999000000";"0";"8";"0"
