"348803";"79692";"";"S";"";"I";"";"";"1";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348804";"79692";"";"S";"";"I";"";"";"2";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348805";"79692";"";"S";"";"I";"";"";"3";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348806";"79692";"";"S";"";"I";"";"";"4";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348807";"79692";"";"S";"";"I";"";"";"5";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348808";"79692";"";"S";"";"I";"";"";"6";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348809";"79692";"";"S";"";"I";"";"";"7";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348810";"79692";"";"S";"";"I";"";"";"8";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348811";"79692";"";"S";"";"I";"";"";"9";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348812";"79692";"";"S";"";"I";"";"";"10";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348813";"79692";"";"S";"";"I";"";"";"11";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348814";"79692";"";"S";"";"I";"";"";"12";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348815";"79692";"";"S";"";"I";"";"";"13";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348816";"79692";"";"S";"";"I";"";"";"14";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348817";"79692";"";"S";"";"I";"";"";"15";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348818";"79692";"";"S";"";"I";"";"";"16";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348819";"79692";"";"S";"";"I";"";"";"17";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348820";"79692";"";"S";"";"I";"";"";"18";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348821";"79692";"";"S";"";"I";"";"";"19";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348822";"79692";"";"S";"";"I";"";"";"20";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348823";"79692";"";"S";"";"I";"";"";"21";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348824";"79692";"";"S";"";"I";"";"";"22";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348825";"79692";"";"S";"";"I";"";"";"23";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348826";"79692";"";"S";"";"I";"";"";"24";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348827";"79692";"";"S";"";"I";"";"";"25";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348828";"79692";"";"S";"";"I";"";"";"26";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348829";"79692";"";"S";"";"I";"";"";"27";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348830";"79692";"";"S";"";"I";"";"";"28";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348831";"79692";"";"S";"";"I";"";"";"29";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348832";"79692";"";"S";"";"I";"";"";"30";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348833";"79692";"5";"O";"";"I";"";"";"31";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348834";"79693";"";"S";"";"I";"";"";"1";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348835";"79693";"";"S";"";"I";"";"";"2";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348836";"79693";"";"S";"";"I";"";"";"3";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348837";"79693";"";"S";"";"I";"";"";"4";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348838";"79693";"";"S";"";"I";"";"";"5";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348839";"79693";"";"S";"";"I";"";"";"6";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348840";"79693";"";"S";"";"I";"";"";"7";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348841";"79693";"";"S";"";"I";"";"";"8";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348842";"79693";"";"S";"";"I";"";"";"9";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348843";"79693";"";"S";"";"I";"";"";"10";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348844";"79693";"";"S";"";"I";"";"";"11";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348845";"79693";"";"S";"";"I";"";"";"12";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348846";"79693";"";"S";"";"I";"";"";"13";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348847";"79693";"";"S";"";"I";"";"";"14";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348848";"79693";"";"S";"";"I";"";"";"15";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348849";"79693";"";"S";"";"I";"";"";"16";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348850";"79693";"";"S";"";"I";"";"";"17";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348851";"79693";"";"S";"";"I";"";"";"18";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348852";"79693";"";"S";"";"I";"";"";"19";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348853";"79693";"";"S";"";"I";"";"";"20";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348854";"79693";"";"S";"";"I";"";"";"21";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348855";"79693";"";"S";"";"I";"";"";"22";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348856";"79693";"";"S";"";"I";"";"";"23";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348857";"79693";"";"S";"";"I";"";"";"24";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348858";"79693";"";"S";"";"I";"";"";"25";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348859";"79693";"";"S";"";"I";"";"";"26";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348860";"79693";"";"S";"";"I";"";"";"27";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348861";"79693";"";"S";"";"I";"";"";"28";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348862";"79693";"";"S";"";"I";"";"";"29";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
"348863";"79693";"";"S";"";"I";"";"";"30";"Y";"N";"";"";"";"";"";"";"";"";"";"";"";""
